Price,Area,Location,BHK,Resale,SwimmingPool,LandscapedGardens,ClubHouse,CarParking,LiftAvailable,price_per_sq_ft
10100000,600,Kalyan West,1,True,True,True,True,True,True,16833.333333333332
7998999,585,Kalyan West,1,True,True,True,True,True,True,13673.502564102564
3300000,600,Kalyan West,1,True,True,True,True,True,True,5500.0
4200000,607,Kalyan West,1,True,True,True,True,True,True,6919.275123558485
4500000,688,Kalyan West,1,True,True,True,True,True,True,6540.697674418605
3800000,768,Kalyan West,1,True,True,True,True,True,True,4947.916666666667
4100000,565,Kalyan West,1,True,True,True,True,True,True,7256.637168141593
4100000,650,Kalyan West,1,True,True,True,True,True,True,6307.692307692308
6300000,650,Kalyan West,1,True,True,True,True,True,True,9692.307692307691
3250000,650,Kalyan West,1,True,True,True,True,True,True,5000.0
4500000,600,Kalyan West,1,True,True,True,True,True,True,7500.0
5500000,650,Kalyan West,1,True,True,True,True,True,True,8461.538461538461
9200000,650,Kalyan West,1,True,True,True,True,True,True,14153.846153846154
9700000,964,Kalyan West,2,True,True,True,True,True,True,10062.240663900415
9700000,750,Kalyan West,1,True,True,True,True,True,True,12933.333333333334
3500000,600,Kalyan West,1,True,True,True,True,True,True,5833.333333333333
13000000,1000,Kalyan West,2,True,True,True,True,True,True,13000.0
7000000,635,Kalyan West,1,True,True,True,True,True,True,11023.622047244095
4000000,620,Kamothe,1,True,False,False,True,True,True,6451.612903225807
5425000,619,Kamothe,1,True,False,False,False,True,True,8764.135702746365
5700000,710,Kamothe,1,True,False,False,True,True,False,8028.169014084507
5000000,650,Kamothe,1,True,False,False,True,True,True,7692.307692307692
4050000,638,Kamothe,1,True,False,False,True,True,True,6347.962382445141
3000000,420,Kamothe,1,True,False,False,True,True,True,7142.857142857143
5200000,850,Kamothe,1,True,False,False,True,True,True,6117.64705882353
5460000,620,Kamothe,1,True,False,False,True,True,True,8806.451612903225
4800000,600,Kamothe,1,True,False,False,False,True,True,8000.0
4800000,653,Kamothe,1,True,False,False,True,True,False,7350.689127105667
7900000,900,Kamothe,2,True,True,True,True,True,True,8777.777777777777
5700000,610,Kamothe,1,True,True,True,True,True,True,9344.262295081968
4000000,670,Kamothe,1,True,True,True,True,True,True,5970.149253731343
6700000,610,Kamothe,2,True,True,True,True,True,True,10983.606557377048
5700000,610,Kamothe,1,True,True,True,True,True,True,9344.262295081968
4000000,670,Kamothe,1,True,True,True,True,True,True,5970.149253731343
6700000,610,Kamothe,2,True,True,True,True,True,True,10983.606557377048
9000000,650,Kamothe,1,True,True,True,True,True,True,13846.153846153846
11200000,1101,Kamothe,2,True,True,True,True,True,True,10172.570390554041
9000000,665,Kamothe,1,True,True,True,True,True,True,13533.834586466166
11200000,1125,Kamothe,2,True,True,True,True,True,True,9955.555555555555
2800000,555,Kamothe,1,True,True,True,True,True,True,5045.045045045045
10000000,1012,Kamothe,2,True,True,True,True,True,True,9881.422924901186
7000000,600,Kamothe,1,True,True,True,True,True,True,11666.666666666666
12200000,1012,Kamothe,2,True,True,True,True,True,True,12055.335968379446
10400000,630,Kamothe,1,True,True,True,True,True,True,16507.93650793651
10400000,1129,Kamothe,2,True,True,True,True,True,True,9211.69176262179
5000000,605,Kamothe,1,True,True,True,True,True,True,8264.462809917355
5100000,600,Kamothe,1,True,True,True,True,True,True,8500.0
7900000,605,Kamothe,1,True,True,True,True,True,True,13057.851239669422
9500000,1000,Kamothe,2,True,True,True,True,True,True,9500.0
12500000,1310,Kamothe,2,True,True,True,True,True,True,9541.984732824427
12400000,1540,Kamothe,3,True,True,True,True,True,True,8051.948051948052
4950000,600,Kamothe,1,True,True,True,True,True,True,8250.0
5300000,635,Kamothe,1,True,True,True,True,True,True,8346.456692913385
20000000,1168,Kamothe,2,True,True,True,True,True,True,17123.287671232876
4500000,550,Kamothe,1,False,True,True,True,True,True,8181.818181818182
21500000,2000,Kamothe,3,True,True,True,True,True,True,10750.0
3800000,640,Kamothe,1,True,True,True,True,True,True,5937.5
13000000,1103,Kamothe,2,True,True,True,True,True,True,11786.038077969175
16200000,1103,Kamothe,2,True,True,True,True,True,True,14687.216681776972
13200000,1010,Kamothe,2,True,True,True,True,True,True,13069.30693069307
15000000,1400,Kamothe,3,False,True,True,True,True,True,10714.285714285714
8400000,930,Kamothe,2,False,True,True,True,True,True,9032.258064516129
8400000,950,Kamothe,2,False,True,True,True,True,True,8842.105263157895
27799999,1810,Kandivali East,3,False,True,True,True,True,True,15359.11546961326
2500000,300,Kandivali East,1,False,False,False,False,False,False,8333.333333333334
25000000,1600,Kandivali East,3,True,True,True,True,True,True,15625.0
28200000,1170,Kandivali East,3,True,False,False,False,True,True,24102.5641025641
26400000,1014,Kandivali East,3,True,False,False,False,True,True,26035.50295857988
16800000,764,Kandivali East,2,True,False,False,False,True,True,21989.52879581152
18600000,820,Kandivali East,2,True,False,False,False,True,True,22682.926829268294
28000000,1890,Kandivali East,4,True,True,True,True,True,True,14814.814814814816
31000000,1475,Kandivali East,3,True,True,True,True,True,True,21016.949152542373
24500000,1350,Kandivali East,3,True,True,True,True,True,True,18148.14814814815
31500000,1786,Kandivali East,3,True,True,False,True,True,True,17637.178051511757
21000000,1350,Kandivali East,2,False,True,True,True,True,True,15555.555555555555
6100000,400,Kandivali East,1,True,False,False,False,False,False,15250.0
7000000,400,Kandivali East,1,True,True,False,True,True,True,17500.0
18000000,1165,Kandivali East,3,True,True,False,True,True,True,15450.643776824034
8200000,525,Kandivali East,1,True,True,False,True,True,True,15619.047619047618
12500000,745,Kandivali East,2,True,True,True,True,True,True,16778.523489932886
33000000,1667,Kandivali East,3,True,True,True,True,True,True,19796.04079184163
6400000,400,Kandivali East,1,True,True,True,True,True,True,16000.0
12000000,764,Kandivali East,2,True,True,True,True,True,True,15706.806282722513
19600000,1137,Kandivali East,2,False,True,True,True,True,True,17238.34652594547
5700000,340,Kandivali East,1,True,True,True,True,True,True,16764.70588235294
5700000,340,Kandivali East,1,True,True,True,True,True,True,16764.70588235294
8100000,510,Kandivali East,1,True,True,True,True,True,True,15882.35294117647
8100000,510,Kandivali East,1,True,True,True,True,True,True,15882.35294117647
7400000,525,Kandivali East,1,True,True,True,True,True,True,14095.238095238095
11100000,525,Kandivali East,1,True,True,True,True,True,True,21142.85714285714
18900000,1065,Kandivali East,3,True,True,True,True,True,True,17746.478873239437
20000000,900,Kandivali East,2,False,True,True,True,True,True,22222.222222222223
15500000,1000,Kandivali East,2,True,True,True,True,True,True,15500.0
16000000,525,Kandivali East,1,True,True,True,True,True,True,30476.190476190477
15500000,860,Kandivali East,2,True,True,True,True,True,True,18023.25581395349
22500000,995,Kandivali East,2,True,True,True,True,True,True,22613.065326633165
27000000,1655,Kandivali East,3,True,True,True,True,True,True,16314.199395770393
31500000,1325,Kandivali East,3,True,True,True,True,True,True,23773.584905660377
9600000,525,Kandivali East,1,True,True,True,True,True,True,18285.714285714286
8500000,700,Kandivali East,1,False,True,True,True,True,True,12142.857142857143
22500000,1250,Kandivali East,3,True,True,True,True,True,True,18000.0
11500000,465,Kandivali East,1,True,True,True,True,True,True,24731.182795698925
26500000,1325,Kandivali East,3,True,True,True,True,True,True,20000.0
16500000,1065,Kandivali East,2,True,True,True,True,True,True,15492.957746478873
17500000,1090,Kandivali East,2,True,True,True,True,True,True,16055.045871559632
11500000,515,Kandivali East,1,True,True,True,True,True,True,22330.09708737864
13000000,550,Kandivali East,1,True,True,True,True,True,True,23636.363636363636
21600000,845,Kandivali East,2,False,True,True,True,True,True,25562.13017751479
32700000,1202,Kandivali East,3,False,True,True,True,True,True,27204.658901830284
27000000,1750,Kandivali East,3,True,True,True,True,True,True,15428.57142857143
27900000,1750,Kandivali East,3,True,True,True,True,True,True,15942.857142857143
21500000,800,Kandivali East,2,True,True,True,True,True,True,26875.0
8000000,570,Kandivali East,1,True,True,True,True,True,True,14035.087719298246
5300000,495,Kandivali East,1,True,True,True,True,True,True,10707.070707070707
8900000,650,Kandivali East,1,True,True,True,True,True,True,13692.307692307691
35000000,1350,Kandivali East,3,True,True,True,True,True,True,25925.925925925927
7909999,534,Kandivali East,1,False,True,True,True,True,True,14812.732209737827
7900000,553,Kandivali East,1,False,True,True,True,True,True,14285.714285714286
11299999,564,Kandivali East,1,False,True,True,True,True,True,20035.459219858156
5500000,744,Kandivali East,1,False,True,True,True,True,True,7392.4731182795695
4500000,393,Kandivali East,1,True,True,True,True,True,True,11450.381679389313
6800000,553,Kandivali East,1,False,True,True,True,True,True,12296.564195298373
3300000,450,Kandivali East,1,True,True,True,True,True,True,7333.333333333333
4554000,450,Kandivali East,1,True,True,True,True,True,True,10120.0
2300000,300,Kandivali East,1,False,True,True,True,True,True,7666.666666666667
22799999,1350,Kandivali East,3,True,True,True,True,True,True,16888.888148148148
22500000,1400,Kandivali East,3,True,True,True,True,True,True,16071.42857142857
26000000,1050,Kandivali East,2,True,True,True,True,True,True,24761.904761904763
13600000,680,Kandivali East,2,True,True,True,True,True,True,20000.0
24000000,1090,Kandivali East,2,True,True,True,True,True,True,22018.34862385321
15600000,995,Kandivali East,2,True,True,True,True,True,True,15678.391959798995
32500000,1600,Kandivali East,3,False,True,True,True,True,True,20312.5
17500000,1120,Kandivali East,3,True,True,True,True,True,True,15625.0
5000000,365,Kandivali East,1,True,True,True,True,True,True,13698.630136986301
23000000,1052,Kandivali East,2,True,True,True,True,True,True,21863.11787072243
6190000,535,Kandivali East,1,True,True,True,True,True,True,11570.093457943925
25000000,1655,Kandivali East,3,True,True,True,True,True,True,15105.740181268882
20000000,1120,Kandivali East,2,True,True,True,True,True,True,17857.14285714286
12500000,800,Kandivali West,2,False,True,True,True,True,True,15625.0
35300000,1962,Kandivali West,3,False,True,True,True,True,True,17991.845056065238
25000000,1440,Kandivali West,3,False,True,True,True,True,True,17361.11111111111
9000000,765,Kandivali West,1,False,True,True,True,True,True,11764.70588235294
13700000,1056,Kandivali West,2,True,True,True,True,True,True,12973.484848484848
15200000,1050,Kandivali West,2,False,False,True,True,True,True,14476.190476190477
8800000,600,Kandivali West,1,True,True,True,True,True,True,14666.666666666666
26500000,1500,Kandivali West,3,True,True,True,True,True,True,17666.666666666668
32000000,1300,Kandivali West,3,True,False,False,False,True,True,24615.384615384617
33000000,1472,Kandivali West,3,True,True,False,True,True,True,22418.478260869564
3800000,340,Kandivali West,1,True,False,False,False,False,True,11176.470588235294
21000000,1129,Kandivali West,2,True,True,True,True,True,True,18600.531443755535
16500000,839,Kandivali West,2,True,True,True,True,True,True,19666.26936829559
9300000,650,Kandivali West,1,True,True,True,True,True,True,14307.692307692309
9800000,562,Kandivali West,1,False,True,True,True,True,True,17437.722419928825
16000000,925,Kandivali West,2,False,True,True,True,True,True,17297.297297297297
17000000,864,Kandivali West,2,True,True,True,True,True,True,19675.925925925927
17000000,864,Kandivali West,2,True,True,True,True,True,True,19675.925925925927
16500000,840,Kandivali West,2,True,True,True,True,True,True,19642.85714285714
8900000,450,Kandivali West,1,True,True,True,True,True,True,19777.777777777777
16900000,888,Kandivali West,2,True,True,True,True,True,True,19031.53153153153
22500000,1555,Kandivali West,3,True,True,True,True,True,True,14469.453376205787
4100000,340,Kandivali West,1,True,True,True,True,True,True,12058.823529411764
4100000,340,Kandivali West,1,True,True,True,True,True,True,12058.823529411764
3800000,355,Kandivali West,1,True,True,True,True,True,True,10704.225352112677
4100000,350,Kandivali West,1,True,True,True,True,True,True,11714.285714285714
3900000,350,Kandivali West,1,True,True,True,True,True,True,11142.857142857143
3900000,380,Kandivali West,1,True,True,True,True,True,True,10263.157894736842
5200000,350,Kandivali West,1,True,True,True,True,True,True,14857.142857142857
3900000,410,Kandivali West,1,True,True,True,True,True,True,9512.19512195122
4200000,340,Kandivali West,1,True,True,True,True,True,True,12352.941176470587
4000000,350,Kandivali West,1,True,True,True,True,True,True,11428.57142857143
4100000,350,Kandivali West,1,True,True,True,True,True,True,11714.285714285714
4200000,340,Kandivali West,1,True,True,True,True,True,True,12352.941176470587
4000000,340,Kandivali West,1,True,True,True,True,True,True,11764.70588235294
4100000,350,Kandivali West,1,True,True,True,True,True,True,11714.285714285714
3700000,350,Kandivali West,1,True,True,True,True,True,True,10571.42857142857
3800000,335,Kandivali West,1,True,True,True,True,True,True,11343.283582089553
3800000,335,Kandivali West,1,True,True,True,True,True,True,11343.283582089553
14500000,980,Kandivali West,2,True,True,True,True,True,True,14795.918367346938
21100000,1450,Kandivali West,3,False,True,True,True,True,True,14551.724137931034
21100000,1450,Kandivali West,3,False,True,True,True,True,True,14551.724137931034
13200000,1000,Kandivali West,2,False,True,True,True,True,True,13200.0
21000000,1150,Kandivali West,3,False,True,True,True,True,True,18260.869565217392
7500000,520,Kandivali West,1,True,True,True,True,True,True,14423.076923076924
15500000,980,Kandivali West,2,True,True,True,True,True,True,15816.326530612245
8100000,650,Kandivali West,1,False,True,True,True,True,True,12461.538461538461
18800000,990,Kandivali West,2,True,True,True,True,True,True,18989.89898989899
18900000,990,Kandivali West,2,True,True,True,True,True,True,19090.909090909092
18800000,990,Kandivali West,2,True,True,True,True,True,True,18989.89898989899
18800000,990,Kandivali West,2,True,True,True,True,True,True,18989.89898989899
18900000,990,Kandivali West,2,True,True,True,True,True,True,19090.909090909092
15100000,829,Kandivali West,2,True,True,True,True,True,True,18214.716525934862
3700000,610,Kandivali West,1,True,True,True,True,True,True,6065.573770491803
15100000,685,Kandivali West,2,True,True,True,True,True,True,22043.795620437955
12500000,850,Kandivali West,2,True,True,True,True,True,True,14705.882352941177
16500000,780,Kandivali West,2,True,True,True,True,True,True,21153.846153846152
13500000,721,Kandivali West,2,True,True,True,True,True,True,18723.994452149793
13799999,721,Kandivali West,2,True,True,True,True,True,True,19140.08183079057
12000000,800,Kandivali West,2,True,True,True,True,True,True,15000.0
18000000,1100,Kandivali West,2,True,True,True,True,True,True,16363.636363636364
16000000,750,Kandivali West,1,True,True,True,True,True,True,21333.333333333332
9500000,610,Kandivali West,1,True,True,True,True,True,True,15573.77049180328
8500000,575,Kanjurmarg,1,True,True,False,True,True,True,14782.608695652174
8500000,575,Kanjurmarg,1,True,True,False,True,True,True,14782.608695652174
8500000,484,Kanjurmarg,1,True,True,True,True,True,True,17561.98347107438
10600000,620,Kanjurmarg,1,False,True,True,True,True,True,17096.774193548386
10800000,650,Kanjurmarg,1,False,True,True,True,True,True,16615.384615384617
19900000,1055,Kanjurmarg,2,False,True,True,True,True,True,18862.55924170616
26500000,1115,Kanjurmarg,3,False,True,True,True,True,True,23766.81614349776
16500000,753,Kanjurmarg,2,False,True,True,True,True,True,21912.350597609562
16399999,752,Kanjurmarg,2,False,True,True,True,True,True,21808.50930851064
23800000,944,Kanjurmarg,3,False,True,True,True,True,True,25211.86440677966
14100000,677,Kanjurmarg,2,False,True,True,True,True,True,20827.178729689807
16399999,749,Kanjurmarg,2,False,True,True,True,True,True,21895.859813084113
16800000,1054,Kanjurmarg,2,False,True,True,True,True,True,15939.278937381405
4700000,650,Karanjade,1,False,False,True,False,True,True,7230.7692307692305
4100000,690,Karanjade,1,False,False,True,False,True,True,5942.028985507246
4000000,670,Karanjade,1,False,False,True,False,True,True,5970.149253731343
4300000,654,Karanjade,1,False,False,True,False,True,True,6574.923547400612
3950000,630,Karanjade,1,False,False,True,False,True,True,6269.841269841269
3850000,635,Karanjade,1,False,False,True,False,True,True,6062.992125984252
3300000,625,Karanjade,1,False,False,True,False,True,True,5280.0
2850000,530,Karanjade,1,False,False,True,False,True,True,5377.358490566037
2100000,395,Karanjade,1,False,False,True,False,True,True,5316.455696202532
15200000,585,Karanjade,1,False,True,True,True,True,True,25982.905982905984
4700000,640,Karanjade,1,True,True,True,True,True,True,7343.75
3800000,685,Karanjade,1,True,True,True,True,True,True,5547.445255474453
11200000,685,Karanjade,1,True,True,True,True,True,True,16350.364963503649
12400000,984,Karanjade,2,False,True,True,True,True,True,12601.626016260163
4100000,690,Karanjade,1,True,True,True,True,True,True,5942.028985507246
6800000,640,Karanjade,1,True,True,True,True,True,True,10625.0
11000000,640,Karanjade,1,True,True,True,True,True,True,17187.5
12500000,1035,Karanjade,2,False,True,True,True,True,True,12077.294685990339
5300000,620,Karanjade,1,True,True,True,True,True,True,8548.387096774193
14600000,680,Karanjade,1,True,True,True,True,True,True,21470.58823529412
2064000,700,Karjat,1,True,True,True,True,True,True,2948.5714285714284
2100000,600,Karjat,1,True,True,True,True,True,True,3500.0
2064000,700,Karjat,1,True,True,True,True,True,True,2948.5714285714284
2100000,688,Karjat,1,True,True,True,True,True,True,3052.3255813953488
2064000,700,Karjat,1,True,True,True,True,True,True,2948.5714285714284
2064000,688,Karjat,1,True,True,True,True,True,True,3000.0
2064000,700,Karjat,1,True,True,True,True,True,True,2948.5714285714284
2100000,688,Karjat,1,True,True,True,True,True,True,3052.3255813953488
2064000,700,Karjat,1,True,True,True,True,True,True,2948.5714285714284
2100000,688,Karjat,1,True,True,True,True,True,True,3052.3255813953488
2064000,700,Karjat,1,True,True,True,True,True,True,2948.5714285714284
2110000,900,Khar West,2,True,True,True,True,True,True,2344.4444444444443
6800000,1800,Khar West,4,True,True,True,True,True,True,3777.777777777778
6800000,1800,Khar West,4,True,True,True,True,True,True,3777.777777777778
8300000,1175,Khar West,3,True,True,True,True,True,True,7063.829787234043
6500000,1500,Khar West,3,True,True,True,True,True,True,4333.333333333333
15000000,1600,Khar West,3,True,True,True,True,True,True,9375.0
15500000,1120,Khar West,2,True,True,True,True,True,True,13839.285714285714
2700000,942,Khar West,2,True,True,True,True,True,True,2866.2420382165606
4850000,720,Kharghar,1,True,False,False,False,True,True,6736.111111111111
4500000,600,Kharghar,1,True,True,False,True,True,True,7500.0
6700000,650,Kharghar,1,True,True,False,True,True,True,10307.692307692309
4500000,650,Kharghar,1,True,False,True,False,True,True,6923.076923076923
5000000,665,Kharghar,1,True,False,True,False,True,True,7518.796992481203
15000000,1680,Kharghar,3,True,True,True,True,True,True,8928.57142857143
8700000,980,Kharghar,2,True,True,False,True,True,True,8877.551020408164
9000000,1000,Kharghar,2,True,False,True,False,True,True,9000.0
11000000,1060,Kharghar,2,True,True,True,True,True,True,10377.358490566037
10500000,1095,Kharghar,2,True,True,True,True,True,True,9589.04109589041
10500000,1150,Kharghar,2,True,True,True,True,True,True,9130.434782608696
4200000,680,Kharghar,1,True,False,False,False,True,True,6176.470588235294
9500000,1025,Kharghar,2,True,True,True,True,True,True,9268.292682926829
9500000,950,Kharghar,2,True,True,False,True,True,True,10000.0
13000000,1197,Kharghar,2,True,True,True,True,True,True,10860.484544695071
13700000,1380,Kharghar,2,True,True,True,True,True,True,9927.536231884058
6000000,555,Kharghar,1,True,False,True,False,True,True,10810.81081081081
6200000,650,Kharghar,1,True,False,False,False,True,True,9538.461538461539
5000000,600,Kharghar,1,True,False,True,False,True,True,8333.333333333334
6500000,650,Kharghar,1,True,False,False,False,True,True,10000.0
5200000,700,Kharghar,1,True,True,True,True,True,True,7428.571428571428
4200000,646,Kharghar,1,True,False,False,False,True,True,6501.547987616099
5500000,560,Kharghar,1,True,False,True,False,True,True,9821.42857142857
5500000,670,Kharghar,1,True,True,False,True,True,True,8208.955223880597
6000000,740,Kharghar,1,True,True,False,True,True,True,8108.108108108108
5500000,636,Kharghar,1,True,True,True,True,True,True,8647.798742138364
4200000,680,Kharghar,1,True,False,False,False,True,True,6176.470588235294
16500000,1635,Kharghar,3,True,True,True,False,True,True,10091.743119266055
13500000,1500,Kharghar,3,True,True,False,True,True,True,9000.0
22500000,1850,Kharghar,3,True,True,True,True,True,True,12162.162162162162
5700000,610,Kharghar,1,True,True,True,True,True,True,9344.262295081968
4800000,655,Kharghar,1,True,False,False,False,True,False,7328.244274809161
4500000,660,Kharghar,1,True,False,False,False,True,True,6818.181818181818
4300000,650,Kharghar,1,True,False,False,False,True,True,6615.384615384615
4500000,680,Kharghar,1,True,True,False,True,True,True,6617.64705882353
5300000,670,Kharghar,1,True,True,False,True,True,True,7910.44776119403
4803000,655,Kharghar,1,True,False,False,False,True,True,7332.824427480916
15500000,1645,Kharghar,3,True,True,False,True,True,True,9422.492401215806
13000000,1395,Kharghar,3,True,True,False,True,True,True,9318.996415770609
4500000,615,Kharghar,1,True,False,False,False,True,True,7317.073170731707
5300000,670,Kharghar,1,True,True,True,True,True,True,7910.44776119403
6000000,765,Kharghar,1,True,True,True,True,True,True,7843.137254901961
5600000,650,Kharghar,1,True,True,False,True,True,True,8615.384615384615
4803000,655,Kharghar,1,True,False,False,False,True,True,7332.824427480916
17500000,1760,Kharghar,3,True,True,False,True,True,True,9943.181818181818
15000000,1685,Kharghar,3,True,True,True,True,True,True,8902.077151335312
16600000,1650,Kharghar,3,True,True,False,True,True,True,10060.60606060606
13000000,1395,Kharghar,3,True,True,False,True,True,True,9318.996415770609
16600000,1650,Kharghar,3,True,True,False,True,True,True,10060.60606060606
13000000,1395,Kharghar,3,True,True,False,True,True,True,9318.996415770609
5700000,650,Kharghar,1,True,False,True,True,True,True,8769.23076923077
5500000,560,Kharghar,1,True,False,True,False,True,True,9821.42857142857
6000000,765,Kharghar,1,True,True,True,True,True,True,7843.137254901961
5600000,650,Kharghar,1,True,True,True,True,True,True,8615.384615384615
4900000,655,Kharghar,1,True,False,False,False,True,True,7480.916030534351
13500000,1390,Kharghar,3,True,True,False,True,True,True,9712.230215827338
17500000,1760,Kharghar,3,True,True,False,True,True,True,9943.181818181818
17800000,1716,Kharghar,3,True,True,True,True,True,True,10372.960372960373
15000000,1635,Kharghar,3,True,True,True,False,True,True,9174.311926605504
10000000,1078,Kharghar,2,True,True,True,True,True,True,9276.437847866418
17500000,1760,Kharghar,3,True,True,True,True,True,True,9943.181818181818
12500000,1147,Kharghar,2,True,True,True,True,True,True,10897.994768962511
13000000,1197,Kharghar,2,True,True,True,False,True,True,10860.484544695071
15000000,1300,Kharghar,3,True,True,False,True,True,True,11538.461538461539
6200000,650,Kharghar,1,True,False,False,False,True,True,9538.461538461539
5500000,650,Kharghar,1,True,False,False,True,True,True,8461.538461538461
5000000,550,Kharghar,1,True,False,False,False,True,True,9090.90909090909
5500000,550,Kharghar,1,True,True,True,True,True,True,10000.0
4200000,650,Kharghar,1,True,False,True,False,True,True,6461.538461538462
5200000,700,Kharghar,1,True,True,True,True,True,True,7428.571428571428
4200000,646,Kharghar,1,True,False,False,False,True,True,6501.547987616099
6500000,650,Kharghar,1,True,False,False,False,True,True,10000.0
6000000,740,Kharghar,1,True,True,True,True,True,True,8108.108108108108
5000000,570,Kharghar,1,True,False,False,False,True,True,8771.929824561403
5500000,670,Kharghar,1,True,True,True,True,True,True,8208.955223880597
4200000,680,Kharghar,1,True,False,False,False,True,True,6176.470588235294
5500000,636,Kharghar,1,True,True,True,True,True,True,8647.798742138364
4300000,640,Kharghar,1,True,True,False,True,True,True,6718.75
15500000,1700,Kharghar,3,True,True,False,True,True,True,9117.64705882353
16500000,1635,Kharghar,3,True,True,True,False,True,True,10091.743119266055
13500000,1500,Kharghar,3,True,True,False,True,True,True,9000.0
16000000,1750,Kharghar,3,True,False,False,False,True,True,9142.857142857143
16600000,1650,Kharghar,3,True,True,False,True,True,True,10060.60606060606
6000000,555,Kharghar,1,True,False,False,False,True,True,10810.81081081081
4900000,600,Kharghar,1,True,False,True,True,True,True,8166.666666666667
4200000,646,Kharghar,1,True,False,False,False,True,True,6501.547987616099
6500000,650,Kharghar,1,True,False,False,False,True,True,10000.0
4500000,650,Kharghar,1,True,False,False,False,True,True,6923.076923076923
6000000,740,Kharghar,1,True,True,False,True,True,True,8108.108108108108
5500000,670,Kharghar,1,True,True,False,True,True,True,8208.955223880597
4300000,640,Kharghar,1,True,True,False,True,True,True,6718.75
5500000,650,Kharghar,1,True,False,True,False,True,True,8461.538461538461
13500000,1400,Kharghar,3,True,True,False,True,True,True,9642.857142857143
16000000,1750,Kharghar,3,True,False,False,False,True,True,9142.857142857143
5100000,700,Kharghar,1,True,False,True,False,True,True,7285.714285714285
5200000,625,Kharghar,1,True,True,False,True,True,True,8320.0
4200000,646,Kharghar,1,True,False,False,False,True,True,6501.547987616099
5500000,670,Kharghar,1,True,True,True,True,True,True,8208.955223880597
5500000,550,Kharghar,1,True,True,False,True,True,True,10000.0
6500000,650,Kharghar,1,True,False,False,False,True,True,10000.0
5400000,650,Kharghar,1,True,False,False,False,True,True,8307.692307692309
5300000,660,Kharghar,1,True,True,True,True,True,True,8030.30303030303
5500000,550,Kharghar,1,True,True,False,True,True,True,10000.0
5000000,570,Kharghar,1,True,False,False,False,True,True,8771.929824561403
14000000,1550,Kharghar,3,True,True,True,True,True,True,9032.258064516129
17100000,1760,Kharghar,3,True,True,False,True,True,True,9715.90909090909
16000000,1750,Kharghar,3,True,False,False,False,True,True,9142.857142857143
6000000,759,Kharghar,1,True,True,True,True,True,True,7905.138339920949
4850000,600,Kharghar,1,True,False,True,True,True,True,8083.333333333333
4300000,640,Kharghar,1,True,True,False,True,True,True,6718.75
4500000,550,Kharghar,1,True,False,True,False,True,True,8181.818181818182
4100000,620,Kharghar,1,True,True,False,False,True,True,6612.903225806452
5000000,550,Kharghar,1,True,False,False,False,True,True,9090.90909090909
5500000,745,Kharghar,1,True,False,True,False,True,True,7382.5503355704695
4500000,580,Kharghar,1,True,False,False,False,True,False,7758.620689655172
5000000,570,Kharghar,1,True,False,False,False,True,True,8771.929824561403
5300000,670,Kharghar,1,True,True,True,True,True,True,7910.44776119403
19000000,1845,Kharghar,3,True,True,True,True,True,True,10298.10298102981
15500000,1700,Kharghar,3,True,True,False,True,True,True,9117.64705882353
13500000,1400,Kharghar,3,True,True,False,True,True,True,9642.857142857143
15500000,1645,Kharghar,3,True,True,False,True,True,True,9422.492401215806
16500000,1585,Kharghar,3,True,True,False,True,True,True,10410.094637223974
10000000,1075,Kharghar,2,True,True,True,True,True,True,9302.32558139535
10500000,1155,Kharghar,2,True,True,True,True,True,True,9090.90909090909
4700000,625,Kharghar,1,True,True,False,True,True,True,7520.0
6200000,720,Kharghar,1,True,True,True,True,True,True,8611.111111111111
4500000,550,Kharghar,1,True,False,False,False,True,True,8181.818181818182
6900000,735,Kharghar,1,True,True,False,True,True,True,9387.755102040815
4500000,580,Kharghar,1,True,False,False,False,True,True,7758.620689655172
16000000,1750,Kharghar,3,True,False,False,False,True,True,9142.857142857143
10500000,1098,Kharghar,2,True,True,True,True,True,True,9562.841530054644
9500000,1000,Kharghar,2,True,True,False,True,True,True,9500.0
4500000,550,Kharghar,1,True,False,False,False,True,True,8181.818181818182
16200000,1650,Kharghar,3,True,True,False,True,True,True,9818.181818181818
15000000,1440,Kharghar,3,True,True,True,True,True,True,10416.666666666666
13200000,1370,Kharghar,3,True,True,False,True,True,True,9635.036496350365
9500000,1000,Kharghar,2,True,True,False,True,True,True,9500.0
16200000,1675,Kharghar,3,False,True,True,True,True,True,9671.641791044776
11000000,1060,Kharghar,2,True,False,False,False,True,False,10377.358490566037
11600000,1150,Kharghar,2,True,True,True,True,True,True,10086.95652173913
5600000,670,Kharghar,1,True,True,True,True,True,True,8358.208955223881
8000000,900,Kharghar,2,True,True,True,True,True,True,8888.888888888889
9500000,1088,Kharghar,2,True,False,True,False,True,True,8731.617647058823
2300000,310,Kharghar,1,True,False,False,False,False,False,7419.354838709677
22000000,1650,Kharghar,3,True,True,True,True,True,True,13333.333333333334
14500000,1360,Kharghar,2,True,True,False,True,True,True,10661.764705882353
11500000,1250,Kharghar,2,True,True,True,True,True,True,9200.0
14900000,1550,Kharghar,3,True,False,False,False,True,False,9612.90322580645
3850000,510,Kharghar,1,True,False,True,False,True,False,7549.019607843137
2850000,305,Kharghar,1,True,False,True,True,True,True,9344.262295081968
12100000,1251,Kharghar,2,True,True,True,True,True,True,9672.262190247802
17500000,1750,Kharghar,3,True,True,True,True,True,True,10000.0
